title,date,venue,price,organizer,description,image_url,concert_link,location,event_type
Luosto soi! Spring morning,7/31/2025 17:00,Geofysiikan observatorio,See Website for more details,Luosto soi!,See Website for more details,https://s1.ticketm.net/dam/a/04a/e9641584-c993-412e-a5a0-cdbae07bc04a_CUSTOM.jpg,https://www.ticketmaster.fi/event/luosto-soi-spring-morning-tickets/1418761096?language=en-us,"Sodankylä, Finland",Classical - Classical/Vocal
Grand Piano Spectacular,8/1/2025 0:00,Orchestra Hall-MN,See Website for more details,Minnesota Orchestra,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A74P3_,"Minneapolis, United States Of America",Classical - Classical/Vocal
Los Angeles Philharmonic,8/1/2025 3:00,Hollywood Bowl,See Website for more details,Los Angeles Philharmonic,See Website for more details,https://s1.ticketm.net/dam/a/d0d/ff678bd6-b134-40d8-9010-2ad1223e3d0d_1100241_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7f0k_,"Los Angeles, United States Of America",Classical - Classical/Vocal
Luosto soi! The Pearl,8/1/2025 10:00,See Website for more details,See Website for more details,Luosto soi!,See Website for more details,https://s1.ticketm.net/dam/a/04a/e9641584-c993-412e-a5a0-cdbae07bc04a_CUSTOM.jpg,https://www.ticketmaster.fi/event/luosto-soi-the-pearl-tickets/1083010768?language=en-us,"Sodankylä, Finland",Classical - Classical/Vocal
Luosto soi! The Promise of sunrise,8/1/2025 13:00,Porttikosken lava,See Website for more details,Luosto soi!,See Website for more details,https://s1.ticketm.net/dam/a/04a/e9641584-c993-412e-a5a0-cdbae07bc04a_CUSTOM.jpg,https://www.ticketmaster.fi/event/luosto-soi-the-promise-of-sunrise-tickets/1156770616?language=en-us,"Aska, Finland",Classical - Classical/Vocal
Luosto soi! Ville Lumia,8/1/2025 17:00,Pyhä-Luoston luontokeskus Naava,See Website for more details,Luosto soi!,See Website for more details,https://s1.ticketm.net/dam/a/04a/e9641584-c993-412e-a5a0-cdbae07bc04a_CUSTOM.jpg,https://www.ticketmaster.fi/event/luosto-soi-ville-lumiere-tickets/1609090206?language=en-us,"Pyhätunturi, Finland",Classical - Classical/Vocal
Young Euro Classic 2025 | National Youth Orchestra of Romania,8/1/2025 17:00,See Website for more details,See Website for more details,Young Euro Classic 2025,See Website for more details,https://s1.ticketm.net/dam/a/304/ecd8b8a4-8244-4d6b-b1e2-a47f6a884304_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.de/event/young-euro-classic-2025-%7C-national-youth-orchestra-of-romania-tickets/1119694150?language=en-us,"Berlin, Germany",Classical - Children's Music
Mario Frangoulis: So in Love,8/1/2025 18:00,Bodrum Antique Theatre,See Website for more details,Mario Frangoulis,See Website for more details,https://s1.ticketm.net/dam/a/e47/0b14808a-38c4-4d0f-81c8-4153a9fe0e47_RETINA_LANDSCAPE_16_9.jpg,https://www.biletix.com/performance/4PEA9/001/TURKIYE/tr,"Muğla, Turkey",Classical - Classical/Vocal
Mario Frangoulis : So in Love,8/1/2025 18:00,Bodrum Antique Theatre,See Website for more details,Mario Frangoulis,See Website for more details,https://s1.ticketm.net/dam/a/e47/0b14808a-38c4-4d0f-81c8-4153a9fe0e47_RETINA_LANDSCAPE_16_9.jpg,https://www.biletix.com/performance/4PEA9/002/TURKIYE/tr,"Muğla, Turkey",Classical - Classical/Vocal
The Music of Harry Potter by Mystery Ensemble,8/1/2025 18:30,Kensington United Reformed Church,See Website for more details,The Music of Harry Potter,See Website for more details,https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RECOMENDATION_16_9.jpg,https://www.universe.com/events/the-music-of-harry-potter-by-mystery-ensemble-tickets-V5Y4WP?ref=ticketmaster,"London, Great Britain",Classical - Classical/Vocal
"Parker, Grieg and Dvorak",8/2/2025 1:00,Orchestra Hall-MN,See Website for more details,Minnesota Orchestra,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A74PfZ,"Minneapolis, United States Of America",Classical - Classical/Vocal
Luosto soi! Inextinguishable - The main concert of the festival,8/2/2025 10:00,See Website for more details,See Website for more details,Luosto soi!,See Website for more details,https://s1.ticketm.net/dam/a/04a/e9641584-c993-412e-a5a0-cdbae07bc04a_CUSTOM.jpg,https://www.ticketmaster.fi/event/luosto-soi-inextinguishable-the-main-concert-of-the-festival-tickets/591192096?language=en-us,"Luosto, Finland",Classical - Classical/Vocal
Luosto soi! Passing of the tourch,8/2/2025 14:00,See Website for more details,See Website for more details,Luosto soi!,See Website for more details,https://s1.ticketm.net/dam/a/04a/e9641584-c993-412e-a5a0-cdbae07bc04a_CUSTOM.jpg,https://www.ticketmaster.fi/event/luosto-soi-passing-of-the-tourch-tickets/224689928?language=en-us,"Luosto, Finland",Classical - Classical/Vocal
Open Rehearsal: Special Event,8/2/2025 14:30,Tanglewood: Koussevitzky Music Shed,See Website for more details,Leonidas Kavakos,See Website for more details,https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7fSqJ,"Lenox, United States Of America",Classical - Other
Tribute to Max Richter  by Mystery Ensemble,8/2/2025 15:00,Manchester Stoller Hall,See Website for more details,Tribute to Max Richter,See Website for more details,https://images.universe.com/8a10544e-c5bc-4b30-b5ef-54c33b460d31/-/format/jpeg/-/scale_crop/640x427/center/-/progressive/yes/-/inline/yes/,https://www.universe.com/events/tribute-to-max-richter-by-mystery-ensemble-tickets-3PC20M?ref=ticketmaster,"Manchester, Great Britain",Classical - Classical/Vocal
Young Euro Classic 2025 | Future Now - Bolivien,8/2/2025 15:00,See Website for more details,See Website for more details,Young Euro Classic 2025,See Website for more details,https://s1.ticketm.net/dam/a/304/ecd8b8a4-8244-4d6b-b1e2-a47f6a884304_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.de/event/young-euro-classic-2025-%7C-future-now-bolivien-tickets/1389917089?language=en-us,"Berlin, Germany",Classical - Fairs & Festivals
Symphony of Bansuri,8/2/2025 17:00,Artscape Opera House,See Website for more details,Symphony of Bansuri,See Website for more details,https://s1.ticketm.net/dam/a/98a/9f4f2ed5-2093-4b1c-ba7e-4e7a8f48b98a_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.co.za/event/symphony-of-bansuri-tickets/149132263,"Cape Town, South Africa",Classical - Classical/Vocal
Young Euro Classic 2025 | Yerevan Youth Symphony Orchestra,8/2/2025 17:00,See Website for more details,See Website for more details,Young Euro Classic 2025,See Website for more details,https://s1.ticketm.net/dam/a/304/ecd8b8a4-8244-4d6b-b1e2-a47f6a884304_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.de/event/young-euro-classic-2025-%7C-yerevan-youth-symphony-orchestra-tickets/834695796?language=en-us,"Berlin, Germany",Classical - Children's Music
Luosto soi! Light in the darkness - saloon gig,8/2/2025 18:00,See Website for more details,See Website for more details,Luosto soi!,See Website for more details,https://s1.ticketm.net/dam/a/04a/e9641584-c993-412e-a5a0-cdbae07bc04a_CUSTOM.jpg,https://www.ticketmaster.fi/event/luosto-soi-light-in-the-darkness-saloon-gig-tickets/1445873418?language=en-us,"Luosto, Finland",Classical - Classical/Vocal
TLI Presents: Letters to a Young Poet,8/2/2025 18:00,Linde Center Studio E,See Website for more details,Parker Quartet,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7fSPO,"Lenox, United States Of America",Classical - Other
Back to the Future In Concert w/ National Symphony Orchestra,8/3/2025 0:00,Wolf Trap Filene Center,See Website for more details,Back to the Future In Concert,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7fY-F,"Vienna, United States Of America",Classical - Classical/Vocal
Elim Chan Conducts Rachmaninoff Symphony No. 2 and Korngold Violin Concerto with Leonidas Kavakos,8/3/2025 0:00,Tanglewood: Koussevitzky Music Shed,See Website for more details,Boston Symphony Orchestra,See Website for more details,https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7fw04,"Lenox, United States Of America",Classical - Classical/Vocal
NZTrio: Triomphe 2: Fantastique,8/3/2025 5:00,"Concert Chamber, Auckland Town Hall",See Website for more details,NZTrio,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Child Policy: Children under 3 are free if seated on Parent/Guardian's knee. A lap ticket must be collected from the box office prior to entry into the theatre.",https://s1.ticketm.net/dam/a/373/e0ecd7ae-6da8-436a-9287-c50a84b06373_SOURCE,https://www.ticketmaster.co.nz/nztrio-triomphe-2-fantastique-auckland-03-08-2025/event/24006243E00728BC,"Auckland, New Zealand",Classical - Classical/Vocal
Luosto soi! Twilight – Closing concert,8/3/2025 10:00,See Website for more details,See Website for more details,Luosto soi!,See Website for more details,https://s1.ticketm.net/dam/a/04a/e9641584-c993-412e-a5a0-cdbae07bc04a_CUSTOM.jpg,https://www.ticketmaster.fi/event/luosto-soi-twilight--closing-concert-tickets/259297367?language=en-us,"Sodankylä, Finland",Classical - Classical/Vocal
Young Euro Classic 2025 | Future Now - Sámen,8/3/2025 15:00,See Website for more details,See Website for more details,Young Euro Classic 2025,See Website for more details,https://s1.ticketm.net/dam/a/304/ecd8b8a4-8244-4d6b-b1e2-a47f6a884304_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.de/event/young-euro-classic-2025-%7C-future-now-samen-tickets/923120330?language=en-us,"Berlin, Germany",Classical - Classical/Vocal
Ezgi Anıl Flamenko Gitar Konseri,8/3/2025 16:30,Metreküp Bodrum,See Website for more details,Ezgi Anıl,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.biletix.com/performance/4KRA4/001/TURKIYE/tr,"Muğla, Turkey",Classical - Classical
BSO Voices Big Singalong Sharing,8/3/2025 16:30,O2 Guildhall Southampton,See Website for more details,Bournemouth Symphony Orchestra,"Bag Policy Large bags including rucksacks are not allowed. There are no facilities to leave large bags or luggage. If you really have to bring a bag - and it's preferable you don't, please make sure it’s small. Only one small bag per person is permitted and it must not be bigger than A4 size.",https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.co.uk/bso-voices-big-singalong-sharing-southampton-03-08-2025/event/360062B3BC4E4A89,"Southampton, Great Britain",Classical - Symphonic
Young Euro Classic 2025 | Joven Orquesta Nacional de España,8/3/2025 17:00,See Website for more details,See Website for more details,Young Euro Classic 2025,See Website for more details,https://s1.ticketm.net/dam/a/304/ecd8b8a4-8244-4d6b-b1e2-a47f6a884304_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.de/event/young-euro-classic-2025-%7C-joven-orquesta-nacional-de-espana-tickets/262720636?language=en-us,"Berlin, Germany",Classical - Children's Music
"Emanuel Ax, Leonidas Kavakos, Yo-Yo Ma, and Antoine Tamestit",8/3/2025 18:30,Tanglewood: Koussevitzky Music Shed,See Website for more details,Leonidas Kavakos,See Website for more details,https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7fSqE,"Lenox, United States Of America",Classical - Other
Young Euro Classic 2025 | National Youth Ballet,8/4/2025 17:00,See Website for more details,See Website for more details,Young Euro Classic 2025,See Website for more details,https://s1.ticketm.net/dam/a/304/ecd8b8a4-8244-4d6b-b1e2-a47f6a884304_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.de/event/young-euro-classic-2025-%7C-national-youth-ballet-tickets/905515855?language=en-us,"Berlin, Germany",Classical - Children's Music
Young Euro Classic 2025 | European Union Youth Orchestra,8/5/2025 17:00,See Website for more details,See Website for more details,Young Euro Classic 2025,See Website for more details,https://s1.ticketm.net/dam/a/304/ecd8b8a4-8244-4d6b-b1e2-a47f6a884304_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.de/event/young-euro-classic-2025-%7C-european-union-youth-orchestra-tickets/1639417433?language=en-us,"Berlin, Germany",Classical - Children's Music
Tanglewood on Parade,8/6/2025 0:00,Tanglewood: Koussevitzky Music Shed,See Website for more details,Boston Symphony Orchestra,See Website for more details,https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7fw0p,"Lenox, United States Of America",Classical - Classical/Vocal
Los Angeles Philharmonic w/ Seong-Jin Cho,8/6/2025 3:00,Hollywood Bowl,See Website for more details,Los Angeles Philharmonic,See Website for more details,https://s1.ticketm.net/dam/a/d0d/ff678bd6-b134-40d8-9010-2ad1223e3d0d_1100241_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7f0Aw,"Los Angeles, United States Of America",Classical - Classical/Vocal
Oulunsalo Soi 2025: Sankaritarinoita,8/6/2025 16:00,See Website for more details,See Website for more details,Oulunsalo Soi,See Website for more details,https://s1.ticketm.net/dam/e/9f1/4252ec43-7dce-4636-9dea-bcbddb5109f1_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.fi/event/oulunsalo-soi-2025-sankaritarinoita-tickets/206488758?language=en-us,"Oulu, Finland",Classical - Undefined
Young Euro Classic 2025 | National Youth Orchestra of Scotland,8/6/2025 17:00,See Website for more details,See Website for more details,Young Euro Classic 2025,See Website for more details,https://s1.ticketm.net/dam/a/304/ecd8b8a4-8244-4d6b-b1e2-a47f6a884304_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.de/event/young-euro-classic-2025-%7C-national-youth-orchestra-of-scotland-tickets/1282539661?language=en-us,"Berlin, Germany",Classical - Classical/Vocal
Auckland Philharmonia: Daphnis et Chloe,8/7/2025 7:30," Great Hall, Auckland Town Hall",See Website for more details,Auckland Philharmonia,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Child Policy: This performance is not suitable for children under six years old. Children under the age of 16 must be accompanied by an adult at all APO events.",https://s1.ticketm.net/dam/a/8ae/34945ea3-f098-42fc-a832-bee65f2d18ae_SOURCE,https://www.ticketmaster.co.nz/auckland-philharmonia-daphnis-et-chloe-auckland-07-08-2025/event/24006193D043124C,"Auckland, New Zealand",Classical - Symphonic
Oulunsalo Soi 2025: Metsä,8/7/2025 16:00,Akolan Kuivuri,See Website for more details,Oulunsalo Soi,See Website for more details,https://s1.ticketm.net/dam/e/5a5/781a94a1-3471-4e7b-a1fe-e3938159e5a5_SOURCE,https://www.ticketmaster.fi/event/oulunsalo-soi-2025-metsa-tickets/1111290915?language=en-us,"Ii, Finland",Classical - Undefined
Young Euro Classic 2025 | JM Jazz World Orchestra,8/7/2025 17:00,See Website for more details,See Website for more details,Young Euro Classic 2025,See Website for more details,https://s1.ticketm.net/dam/a/304/ecd8b8a4-8244-4d6b-b1e2-a47f6a884304_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.de/event/young-euro-classic-2025-%7C-jm-jazz-world-orchestra-tickets/1492446070?language=en-us,"Berlin, Germany",Classical - Children's Music
Oulunsalo Soi 2025: Sininen ilta,8/8/2025 17:00,See Website for more details,See Website for more details,Oulunsalo Soi,See Website for more details,https://s1.ticketm.net/dam/e/9f6/95455b23-dcfc-484d-82b4-597d29fc39f6_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.fi/event/oulunsalo-soi-2025-sininen-ilta-tickets/1597890065?language=en-us,"Oulu, Finland",Classical - Classical/Vocal
